logbookID	title	desc	start_date	start_place	end_date	end_place	source	note	change_date	changer	masterIDs	vesselIDs	voyageIDs	master	repositoryID	ID_in_repo	ID_in_repo_alt	url_in_repo	viewer_url	creator	creatorID	thumbnail	citation	other_years	segmentIDs
AL075366	Journal of the Covington (Bark) out of Warren, RI, mastered by Allen M. Newman and kept by Albert F. Peck, on a whaling voyage between 1856 and 1861.						IA		2021-10-24	dtc	AM3563	AS1165	AV03472		PPL	366			https://archive.org/details/journalofcovingt00covi	Albert F. Peck					AV03472.1
AL075367	Journal of the Napoleon (Ship) out of New Bedford, MA, mastered by James A. Crowell and kept by Edmund E. Jennings, on a whaling voyage between 1855 and 1858.						IA		2021-10-24	dtc	AM1448	AS0500	AV10240		PPL	367			https://archive.org/details/journalofnapoleo00napo	Edmund E. Jennings	AE102401019				AV10240.1
AL075368	Logbook of the Globe (Bark) out of New Bedford, MA, mastered by Alexander Augustus Tripp, on a whaling voyage between 1855 and 1858.						IA		2021-10-24	dtc	AM5084	AS0250	AV05809		PPL	368			https://archive.org/details/logbookofglobeba00glob_0						AV05809.1
AL075369	Logbook of the Brighton (Bark) out of Dartmouth, MA, mastered by Abner Tucker, on a whaling voyage between 1855 and 1859.						IA		2021-10-24	dtc	AM5104	AS0068	AV02038		PPL	369			https://archive.org/details/logbookofbrighto00brig						AV02038.1
AL075370	Journal of the Stella (Bark) out of New Bedford, MA, mastered by Richard W. Hathaway and kept by Joseph Austin, on a whaling voyage between 1855 and 1860.						IA		2021-10-24	dtc	AM2502	AS0627	AV13447		PPL	370			https://archive.org/details/journalofstellab00stel	Joseph Austin	AE134471032				AV13447.1
AL075371	Logbook of the Phillipe De La Noye (Ship) and Thomas Denison (Brig), mastered by Thomas M. Gardner, on whaling voyages between 1855 and 1860.						IA	read log: no entry for vessel Thomas Denison	2021-10-24	dtc	AM2144	AS2184	AV11578		PPL	371			https://archive.org/details/logbookofphillip00phil						AV11578.1
AL075372	Logbook of the Cleone (Bark) out of New Bedford, MA, mastered by John E. Simmons, on a whaling voyage between 1855 and 1858.						IA		2021-10-24	dtc	AM4373	AS0121	AV02976		PPL	372			https://archive.org/details/logbookofcleoneb00cleo_0						AV02976.1
AL075373	Logbook of the Callao (Ship) out of New Bedford, MA, mastered by Alden B. Howland, on a whaling voyage between 1855 and 1858.						IA		2021-10-24	dtc	AM2707	AS0080	AV02227		PPL	373			https://archive.org/details/logbookofcallaos00call						AV02227.1
AL075374	Logbook of the James Edward (Ship) out of New Bedford, MA, mastered by Lawrence C. Murray and Freeman H. Smith, on whaling voyages between 1855 and 1857.						IA		2021-10-24	dtc	AM4487, AM3525	AS0336	AV07295		PPL	374			https://archive.org/details/logbookofjamesed00jame						AV07295.1, AV07295.2
AL075375	Account book of the Mermaid (Bark) out of Westport, MA, mastered by Gorham B. Howes, on a whaling voyage between 1855 and 1860.						IA		2021-10-24	dtc	AM2700	AS0704	AV09629		PPL	375			https://archive.org/details/acountbookofmerm00merm_1						AV09629.1
AL075376	Logbook of the Peru (Bark) out of Nantucket, MA, mastered by Frederick A. Easton, on a whaling voyage between 1855 and 1859.						IA		2021-10-24	dtc	AM1682	AS0555	AV11443		PPL	376			https://archive.org/details/logbookofperubar00peru						AV11443.1
AL075377	Account book of the Plover (Ship) out of New Bedford, MA, mastered by Charles M. Skiff, on a whaling voyage between 1855 and 1857.						IA		2021-10-24	dtc	AM4871	AS0547	AV11760		PPL	377			https://archive.org/details/acountbookofplov00plov						AV11760.1
AL075378	Logbook of the Marion (Bark) out of New Bedford, MA, mastered by Alfred C. Davis, on a whaling voyage between 1855 and 1858.						IA		2021-10-24	dtc	AM1516	AS0475	AV09045		PPL	378			https://archive.org/details/logbookofmarionb00mari						AV09045.1
AL075379	Account book of the Charles and Edward (Bark); mastered by William H. Salter, Frederick P. Cornell and William D. Gifford; on whaling voyages between 1855 and 1865.						IA	read log: does log include all 4 voyages?	2021-10-24	dtc	AM4236	AS1073	AV02618, AV02619, AV02620, AV02621		PPL	379			https://archive.org/details/acountbookofchar00char						AV02618.1, AV02619.1, AV02620.1, AV02621.1
AL075380	Journal of the Tropic Bird (Bark) out of New Bedford, MA, mastered by Cyrus E Clark, Jr. and kept by Cyrus E. Clark, Jr., on a whaling voyage between 1855 and 1856.						IA		2021-10-24	dtc	AM0993	AS0658	AV14128		PPL	380			https://archive.org/details/journaloftropicb00trop	Cyrus E. Clark					AV14128.1
AL075381	Journal of the Benjamin Tucker (Ship) out of New Bedford, MA, mastered by Albert D. Barber and kept by George T. Faulkner, on a whaling voyage between 1855 and 1857.						IA		2021-10-24	dtc	AM0284	AS0063	AV01786		PPL	381			https://archive.org/details/journalofbenjami00benj	George T. Faulkner	AE017861032				AV01786.1
AL075382	Journal of the E. Corning (Bark) and Millinoket (Bark) out of New Bedford, MA, mastered by Francis Ormond Rotch and Thomas S. Bailey and kept by Matthew Baker, on whaling voyages between 1855 and 1863.						IA		2021-10-24	dtc	AM4158	AS0191	AV03910		PPL	382			https://archive.org/details/journalofecornin00ecor	Matthew Baker	AE039101008				AV03910.1
AL075383	Journal of the Aurelia (Schooner) and Laetitia (Bark); mastered by Francis A. Flanders, Horatio W. Tilton and Randall Himes; and kept by Horatio W. Tilton; on whaling voyages between 1854 and 1877.						IA	read log: 'L. Tilton' is on crewlist AE014191001. Is this voyage in logbook?	2021-10-24	dtc	AM1770	AS0749	AV01419, AV01420, AV08127		PPL	383			https://archive.org/details/journalofaurelia00aure	Horatio W. Tilton					AV01419.1, AV01420.1, AV08127.1, AV08127.2
AL075384	Journal of the Cachalot (Bark), Eliza L. B. Jenney (Bark) and Sea Breeze (Bark); mastered by Thomas J. Lee, William Marsh, George Duffy and Benjamin Franklin Jones; and kept by Thomas Jefferson Ackerman; on whaling voyages between 1854 and 1860.						IA		2021-10-24	dtc	AM3079, AM3324, AM1632, AM2917	AS0111, AS1265, AS0628	AV02139, AV04198, AV12987, AV12989		PPL	384			https://archive.org/details/journalofcachalo00cach	Thomas Jefferson Ackerman					AV02139.1, AV04198.1, AV12987.2, AV12989.1
AL075385	Logbook of the Onward (Ship) out of New Bedford, MA, mastered by James Adams Norton, on a whaling voyage between 1854 and 1858. v.1						IA		2021-10-24	dtc	AM3617	AS0730	AV10919		PPL	385			https://archive.org/details/logbookofonwards01onwa						AV10919.1
AL075386	Journal of the B. F. Hoxie (Ship) and Daniel Wood (Ship), mastered by and Joseph Ricketson Tallman and kept by Asa M. Brightman, on whaling voyages between 1854 and 1856.						IA	read log: keeper not on crewlist Brightman	2021-10-24	dtc	AM4971	AS0159	AV03584		PPL	386			https://archive.org/details/journalofbfhoxie00bfho	Asa M. Brightman					AV03584.1
AL075387	Journal of the Cape Horn Pigeon (Ship) out of Dartmouth, MA, mastered by William H. Almy and kept by Mrs. Almira Almy, on a whaling voyage between 1854 and 1855.						IA		2021-10-24	dtc	AM0135	AS0701	AV02336		PPL	387			https://archive.org/details/journalofcapehor00cape	Mrs. Almira Almy					AV02336.1
AL075389	Account book of the Eben Dodge (Bark) out of Beverly, MA, mastered by Edward Osborn, on a whaling voyage between 1854 and 1855.						IA		2021-10-24	dtc	AM3668	AS0192	AV03991		PPL	389			https://archive.org/details/acountbookofeben00eben						AV03991.1
AL075390	Account book of the Elisha Dunbar (Bark) out of New Bedford, MA, mastered by Charles H. Robbins, on a whaling voyage between 1854 and 1858.						IA	read log: make sure log inc both voyages	2021-10-24	dtc	AM4113, AM3119	AS0184	AV04123, AV04124		PPL	390			https://archive.org/details/acountbookofelis00elis_0						AV04123.1, AV04124.1
AL075391	Logbook of the Chandler Price (Ship) out of New Bedford, MA, mastered by Crayton P. Holcomb and John Curn, on whaling voyages between 1854 and 1857.						IA		2021-10-24	dtc	AM1466, AM2632	AS0116	AV02554		PPL	391			https://archive.org/details/logbookofchandle00chan						AV02554.1, AV02554.2
AL075392	Logbook of the A. R. Tucker (Bark) and Governor Carver (Bark), mastered by and Oren Bernard Higgins and kept by Alonzo Peirce, on whaling voyages between 1854 and 1861.						IA		2021-10-24	dtc	AM2593	AS0020, AS1488	AV00043, AV05917		PPL	392			https://archive.org/details/logbookofartucke00artu	Alonzo Peirce					AV00043.1, AV05917.1
AL075393	Logbook of the Chandler Price (Ship) and Stephania (Ship), mastered by Josiah Bourne and Matthew Fisher and kept by Robert P. Gifford and S. R. Hart, on whaling voyages between 1854 and 1863.						IA	Chandler Price: 3 trading voyages, not whaling	2021-10-24	dtc	AM1886	AS0602	AV13462		PPL	393			https://archive.org/details/logbookofchandle00chan_0	Robert P. Gifford and S. R. Hart	AE134621018				AV13462.1
AL075394	Logbook of the Triton II (Ship) out of New Bedford, MA, mastered by George White and kept by Hiram Cleveland; William Wright; William Boyd, on a whaling voyage between 1854 and 1858.						IA	read log: Wright & Boyd not on crewlist	2021-10-24	dtc	AM5303	AS0655	AV14124		PPL	394			https://archive.org/details/logbookoftritoni00trit	Hiram Cleveland; William Wright; William Boyd	AE141241030				AV14124.1
AL075395	Journal of the Alto (Bark) out of New Bedford, MA, mastered by Angles Snell and kept by Moses L. Snell, on a whaling voyage between 1854 and 1857.						IA		2021-10-24	dtc	AM4566	AS0012	AV00715		PPL	395			https://archive.org/details/journalofaltobar00alto	Moses L. Snell	AE007151002				AV00715.1
AL075396	Journal of the Mary (Ship) out of Edgartown, MA, mastered by Gustavus A. Baylies, on a whaling voyage between 1854 and 1856.						IA		2021-10-24	dtc	AM0408	AS1895	AV09176		PPL	396			https://archive.org/details/journalofmaryshi00mary_1						AV09176.1
AL075397	Logbook of the Onward (Ship) out of New Bedford, MA, mastered by James Adams Norton, on a whaling voyage between 1854 and 1858. v.2						IA		2021-10-24	dtc	AM3617	AS0730	AV10919		PPL	397			https://archive.org/details/logbookofonwards02onwa						AV10919.1
AL075398	Logbook of the Ocmulgee (Ship) out of Holmes Hole, MA, mastered by Charles West and kept by Gustavus A. Smith, on a whaling voyage between 1854 and 1857.						IA		2021-10-24	dtc	AM5243	AS2076	AV10735		PPL	398			https://archive.org/details/logbookofocmulge00ocmu	Gustavus A. Smith					AV10735.1
AL075399	Logbook of the Alfred Gibbs (Ship) out of New Bedford, MA, mastered by Edward A. Nichols, on a whaling voyage between 1854 and 1858.						IA		2021-10-24	dtc	AM3570	AS0024	AV00532		PPL	399			https://archive.org/details/logbookofalfredg00alfr_0						AV00532.1
AL075400	Account book of the Lion (Ship) out of Providence, RI, mastered by William Henry Hardwick, on a whaling voyage between 1854 and 1863.						IA		2021-10-24	dtc	AM2439	AS2652	AV08468		PPL	400			https://archive.org/details/acountbookoflion00lion_0						AV08468.1
AL075401	Journal of the Pacific (Ship) out of Fairhaven, MA, mastered by Moses Snell and kept by Moses Snell, on a whaling voyage between 1854 and 1858.						IA		2021-10-24	dtc	AM5580	AS0532	AV11118		PPL	401			https://archive.org/details/journalofpacific00paci	Moses Snell					AV11118.1
AL075402	Logbook of the Greyhound (Bark) out of Westport, MA, mastered by Frederick A. Wing, on a whaling voyage between 1854 and 1856.						IA		2021-10-24	dtc	AM5403	AS0258	AV06035		PPL	402			https://archive.org/details/logbookofgreyhou00grey_0						AV06035.1
AL075403	Journal of the Clematis (Ship) out of New London, CT, mastered by William Benjamin and kept by William Benjamin, on a whaling voyage between 1854 and 1856.						IA		2021-10-24	dtc	AM0434	AS1112	AV02967		PPL	403			https://archive.org/details/journalofclemati00clem_1	William Benjamin					AV02967.1
AL075404	Account book of the Canton Packet (Bark) out of New Bedford, MA, mastered by Gilbert Borden, on a whaling voyage between 1853 and 1856.						IA		2021-10-24	dtc	AM0512	AS0088	AV02331		PPL	404			https://archive.org/details/acountbookofcant00cant						AV02331.1
AL075405	Journal of the Sea Shell (Bark) out of Warren, RI, mastered by William Martin and kept by George Whelden, on a whaling voyage between 1853 and 1856. v.1						IA		2021-10-24	dtc	AM3336	AS2372	AV13084		PPL	405			https://archive.org/details/journalofseashel01seas	George Whelden					AV13084.1
AL075406	Journal of the Isabella (Bark) and Petrel (Ship) out of New Bedford, MA, mastered by Moses G. Tucker and kept by Moses G. Tucker, on whaling voyages between 1853 and 1863.						IA		2021-10-24	dtc	AM5109	AS0311, AS0545	AV07167, AV11472		PPL	406			https://archive.org/details/journalofisabell00isab	Moses G. Tucker					AV07167.1, AV11472.1
AL075407	Journal of the E. Nickerson (Schooner) and Islander (Bark), mastered by Edmund E. Jennings and William Cash and kept by Edmund E. Jennings, on whaling voyages between 1853 and 1865.						IA		2021-10-24	dtc	AM2884, AM0854	AS1238, AS0312	AV03942, AV07186		PPL	407			https://archive.org/details/journalofenicker00enic	Edmund E. Jennings					AV03942.1, AV07186.1
AL075408	Account book of the Vineyard (Ship) out of Edgartown, MA, mastered by Thomas N. Fisher, on a whaling voyage between 1853 and 1856.						IA		2021-10-24	dtc	AM1895	AS2564	AV15176		PPL	408			https://archive.org/details/acountbookofvine00vine_0						AV15176.1
AL075409	Logbook of the Hibernia (Ship) out of New Bedford, MA, mastered by John M. Honeywell, on a whaling voyage between 1853 and 1857.						IA		2021-10-24	dtc	AM2663	AS0273	AV06667		PPL	409			https://archive.org/details/logbookofhiberni00hibe_0						AV06667.1
AL075410	Journal of the Smyrna (Bark) out of New Bedford, MA, mastered by George Bliss and kept by George Bliss, on a whaling voyage between 1853 and 1857.						IA		2021-10-24	dtc	AM0486	AS0612	AV13201		PPL	410			https://archive.org/details/journalofsmyrnab00smyr	George Bliss					AV13201.1
AL075411	Journal of the Florida (Ship), Speedwell (Ship) and Vineyard (Ship); mastered by Joseph C. Little, Benjamin F. Gibbs and Thomas N. Fisher; and kept by Joseph C. Little and Abel T. Bryant; on whaling voyages between 1853 and 1856.						IA		2021-10-24	dtc	AM3125, AM2170, AM1895	AS0213, AS2414, AS2564	AV05002, AV13327, AV15176		PPL	411			https://archive.org/details/journalofflorida00flor_1	Joseph C. Little; Abel T. Bryant					AV05002.1, AV13327.1, AV15176.1
AL075412	Logbook of the Abraham Barker (Ship) out of New Bedford, MA, mastered by Abraham R. Barker, Jr., on a whaling voyage between 1853 and 1857.						IA		2021-10-24	dtc	AM0289	AS0019	AV00138		PPL	412			https://archive.org/details/logbookofabraham00abra_0						AV00138.1
AL075413	Logbook of the Joshua Bragdon (Bark) out of New Bedford, MA, mastered by Benjamin Swain, Jr. and kept by Henry J. J. Thompson, on a whaling voyage between 1853 and 1857.						IA		2021-10-24	dtc	AM4766	AS0342	AV07915		PPL	413			https://archive.org/details/logbookofjoshuab00josh	Henry J. J. Thompson	AE079151006				AV07915.1
AL075414	Journal of the Sea Shell (Bark) out of Warren, RI, mastered by William Martin and kept by George Whelden, on a whaling voyage between 1853 and 1856. v.2						IA		2021-10-24	dtc	AM3336	AS2372	AV13084		PPL	414			https://archive.org/details/journalofseashel02seas	George Whelden					AV13084.1
AL075415	Account book of the Charles Phelps (Ship); mastered by William Layton, William H. Allen and John C. Eldridge; on whaling voyages between 1853 and 1859.						IA		2021-10-24	dtc	AM3063, AM0102, AM1731	AS1085	AV02699		PPL	415			https://archive.org/details/acountbookofchar00char_1						AV02699.1, AV02699.2, AV02699.3
AL075416	Journal of the Franklin (Ship), Monticello (Ship) and Rambler (Ship); mastered by Josiah Richmond and Eben Baker; and kept by James H. Payne; on whaling voyages between 1853 and 1858.						IA		2021-10-24	dtc	AM4081, AM0252, AM5396	AS0219, AS1978, AS2258	AV05231, AV10043, AV12122		PPL	416			https://archive.org/details/journaloffrankli00fran	James H. Payne	AE052311013				AV05231.1, AV10043.1, AV12122.2
AL075417	Journal of the Iowa (Bark) out of Fairhaven, MA, mastered by Stephen Merrihew and kept by Ellis B. Purrington, on whaling voyages between 1853 and 1856.						IA		2021-10-24	dtc	AM3425	AS1657	AV07103		PPL	417			https://archive.org/details/journalofiowabar00iowa	Ellis B. Purrington	AE071031012				AV07103.1
AL075418	Logbook of the Balaena (Ship) out of New Bedford, MA, mastered by John Seeley Dorman, on a whaling voyage between 1853 and 1858.						IA		2021-10-24	dtc	AM1600	AS0064	AV01498		PPL	418			https://archive.org/details/logbookofbalaena00bala		AE014981023				AV01498.1
AL075419	Logbook of the President II (Bark); mastered by David Ross, Pardon Corey Edwards and Horace Young; on whaling voyages between 1853 and 1856.						IA		2021-10-24	dtc	AM5540, AM4156, AM1713	AS0549	AV11951		PPL	419			https://archive.org/details/logbookofpreside00pres_1						AV11951.1, AV11951.2, AV11951.3
AL075420	Journal of the Mary Frazier (Ship) out of New Bedford, MA, mastered by James S. Hazard and John Rounds, on whaling voyages between 1853 and 1859.						IA		2021-10-24	dtc	AM2537, AM4162	AS0457	AV09339, AV09340		PPL	420			https://archive.org/details/journalofmaryfra00mary						AV09339.1, AV09340.1
